,subject_id,age,hair_type,hair_color,eye_color,monk_scale,fitz_type
1915,347,adult,wavy,brunette,brown,scale 3,type iii
1916,347,adult,wavy,brunette,brown,scale 3,type iii
1917,347,adult,wavy,brunette,brown,scale 3,type iii
1918,347,adult,wavy,brunette,brown,scale 3,type iii
1919,347,adult,wavy,brunette,brown,scale 3,type iii
1920,347,adult,wavy,brunette,brown,scale 3,type iii
1921,348,young adult,curly,black,brown,scale 8,type vi
1922,348,young adult,curly,black,brown,scale 8,type vi
1923,348,young adult,curly,black,brown,scale 8,type vi
1924,348,young adult,curly,black,brown,scale 8,type vi
1925,348,young adult,curly,black,brown,scale 8,type vi
1926,348,young adult,curly,black,brown,scale 8,type vi
1927,349,young adult,wavy,brunette,brown,scale 4,type iv
1928,349,young adult,wavy,brunette,brown,scale 4,type iv
1929,349,young adult,wavy,brunette,brown,scale 4,type iv
1930,349,young adult,wavy,brunette,brown,scale 4,type iv
1931,349,young adult,wavy,brunette,brown,scale 4,type iv
1932,349,young adult,wavy,brunette,brown,scale 4,type iv
1933,350,young adult,straight,black,brown,scale 4,type iii
1934,350,young adult,straight,black,brown,scale 4,type iii
1935,350,young adult,straight,black,brown,scale 4,type iii
1936,350,young adult,straight,black,brown,scale 4,type iii
1937,350,young adult,straight,black,brown,scale 4,type iii
1938,350,young adult,straight,black,brown,scale 4,type iii
1939,351,young adult,coily,black,brown,scale 6,type iv
1940,351,young adult,coily,black,brown,scale 6,type iv
1941,351,young adult,coily,black,brown,scale 6,type iv
1942,351,young adult,coily,black,brown,scale 6,type iv
1943,351,young adult,coily,black,brown,scale 6,type iv
1944,352,adult,coily,black,black,scale 4,type iv
1945,352,adult,coily,black,black,scale 4,type iv
1946,353,young adult,wavy,brunette,black,scale 3,type ii
1947,353,young adult,wavy,brunette,black,scale 3,type ii
1948,353,young adult,wavy,brunette,black,scale 3,type ii
1949,353,young adult,wavy,brunette,black,scale 3,type ii
1950,353,young adult,wavy,brunette,black,scale 3,type ii
1951,354,adult,curly,black,black,scale 4,type iii
1952,354,adult,curly,black,black,scale 4,type iii
1953,354,adult,curly,black,black,scale 4,type iii
1954,354,adult,curly,black,black,scale 4,type iii
1955,354,adult,curly,black,black,scale 4,type iii
1956,355,young adult,wavy,brunette,brown,scale 3,type iii
1957,355,young adult,wavy,brunette,brown,scale 3,type iii
1958,355,young adult,wavy,brunette,brown,scale 3,type iii
1959,355,young adult,wavy,brunette,brown,scale 3,type iii
1960,355,young adult,wavy,brunette,brown,scale 3,type iii
1961,355,young adult,wavy,brunette,brown,scale 3,type iii
1962,356,adult,straight,black,brown,scale 4,type iv
1963,356,adult,straight,black,brown,scale 4,type iv
1964,356,adult,straight,black,brown,scale 4,type iv
1965,356,adult,straight,black,brown,scale 4,type iv
1966,356,adult,straight,black,brown,scale 4,type iv
1967,356,adult,straight,black,brown,scale 4,type iv
1968,357,adult,curly,black,black,scale 6,type v
1969,357,adult,curly,black,black,scale 6,type v
1970,357,adult,curly,black,black,scale 6,type v
1971,357,adult,curly,black,black,scale 6,type v
1972,358,adult,wavy,black,black,scale 6,type iv
1973,358,adult,wavy,black,black,scale 6,type iv
1974,358,adult,wavy,black,black,scale 6,type iv
1975,358,adult,wavy,black,black,scale 6,type iv
1976,358,adult,wavy,black,black,scale 6,type iv
1977,358,adult,wavy,black,black,scale 6,type iv
1980,360,young adult,straight,brunette,brown,scale 4,type iii
1981,360,young adult,straight,brunette,brown,scale 4,type iii
1982,360,young adult,straight,brunette,brown,scale 4,type iii
1983,360,young adult,straight,brunette,brown,scale 4,type iii
1984,360,young adult,straight,brunette,brown,scale 4,type iii
1985,360,young adult,straight,brunette,brown,scale 4,type iii
1986,361,young adult,wavy,black,black,scale 6,type v
1987,361,young adult,wavy,black,black,scale 6,type v
1988,361,young adult,wavy,black,black,scale 6,type v
1989,361,young adult,wavy,black,black,scale 6,type v
1990,361,young adult,wavy,black,black,scale 6,type v
1991,361,young adult,wavy,black,black,scale 6,type v
1992,362,young adult,straight,black,amber,scale 5,type iv
1993,362,young adult,straight,black,amber,scale 5,type iv
1994,362,young adult,straight,black,amber,scale 5,type iv
1995,362,young adult,straight,black,amber,scale 5,type iv
1996,362,young adult,straight,black,amber,scale 5,type iv
1997,362,young adult,straight,black,amber,scale 5,type iv
1998,363,young adult,coily,brunette,black,scale 3,type iii
1999,363,young adult,coily,brunette,black,scale 3,type iii
2000,363,young adult,coily,brunette,black,scale 3,type iii
2001,364,young adult,curly,black,brown,scale 4,type iv
2002,364,young adult,curly,black,brown,scale 4,type iv
2003,364,young adult,curly,black,brown,scale 4,type iv
2004,365,adult,straight,brunette,brown,scale 5,type iii
2005,365,adult,straight,brunette,brown,scale 5,type iii
2006,365,adult,straight,brunette,brown,scale 5,type iii
2007,365,adult,straight,brunette,brown,scale 5,type iii
2008,365,adult,straight,brunette,brown,scale 5,type iii
2009,365,adult,straight,brunette,brown,scale 5,type iii
2010,366,adult,curly,brunette,hazel,scale 3,type iii
2011,366,adult,curly,brunette,hazel,scale 3,type iii
2012,366,adult,curly,brunette,hazel,scale 3,type iii
2013,366,adult,curly,brunette,hazel,scale 3,type iii
2014,367,adult,straight,black,black,scale 4,type iii
2015,367,adult,straight,black,black,scale 4,type iii
2016,367,adult,straight,black,black,scale 4,type iii
2017,367,adult,straight,black,black,scale 4,type iii
2018,367,adult,straight,black,black,scale 4,type iii
2019,367,adult,straight,black,black,scale 4,type iii
2020,368,young adult,straight,black,brown,scale 4,type iii
2021,368,young adult,straight,black,brown,scale 4,type iii
2022,368,young adult,straight,black,brown,scale 4,type iii
2023,368,young adult,straight,black,brown,scale 4,type iii
2024,368,young adult,straight,black,brown,scale 4,type iii
2025,368,young adult,straight,black,brown,scale 4,type iii
2026,369,young adult,coily,brunette,black,scale 6,type v
2027,369,young adult,coily,brunette,black,scale 6,type v
2028,369,young adult,coily,brunette,black,scale 6,type v
2029,369,young adult,coily,brunette,black,scale 6,type v
2030,369,young adult,coily,brunette,black,scale 6,type v
2031,369,young adult,coily,brunette,black,scale 6,type v
2032,370,young adult,curly,black,green,scale 4,type iii
2033,370,young adult,curly,black,green,scale 4,type iii
2034,370,young adult,curly,black,green,scale 4,type iii
2035,370,young adult,curly,black,green,scale 4,type iii
2036,370,young adult,curly,black,green,scale 4,type iii
2037,370,young adult,curly,black,green,scale 4,type iii
2038,371,adult,straight,black,black,scale 4,type iv
2039,371,adult,straight,black,black,scale 4,type iv
2040,371,adult,straight,black,black,scale 4,type iv
2041,371,adult,straight,black,black,scale 4,type iv
2042,371,adult,straight,black,black,scale 4,type iv
2043,372,young adult,wavy,brunette,brown,scale 3,type iii
2044,372,young adult,wavy,brunette,brown,scale 3,type iii
2045,372,young adult,wavy,brunette,brown,scale 3,type iii
2046,372,young adult,wavy,brunette,brown,scale 3,type iii
2047,372,young adult,wavy,brunette,brown,scale 3,type iii
2048,372,young adult,wavy,brunette,brown,scale 3,type iii
2049,373,young adult,straight,black,black,scale 4,type iii
2050,373,young adult,straight,black,black,scale 4,type iii
2051,373,young adult,straight,black,black,scale 4,type iii
2052,373,young adult,straight,black,black,scale 4,type iii
2053,373,young adult,straight,black,black,scale 4,type iii
2054,374,young adult,wavy,brunette,green,scale 6,type iv
2055,374,young adult,wavy,brunette,green,scale 6,type iv
2056,374,young adult,wavy,brunette,green,scale 6,type iv
2057,374,young adult,wavy,brunette,green,scale 6,type iv
2058,374,young adult,wavy,brunette,green,scale 6,type iv
2059,374,young adult,wavy,brunette,green,scale 6,type iv
2060,375,young adult,straight,brunette,brown,scale 4,type iv
2061,375,young adult,straight,brunette,brown,scale 4,type iv
2062,375,young adult,straight,brunette,brown,scale 4,type iv
2063,375,young adult,straight,brunette,brown,scale 4,type iv
2064,375,young adult,straight,brunette,brown,scale 4,type iv
2065,375,young adult,straight,brunette,brown,scale 4,type iv
2066,376,young adult,wavy,black,brown,scale 5,type iv
2067,376,young adult,wavy,black,brown,scale 5,type iv
2068,376,young adult,wavy,black,brown,scale 5,type iv
2069,376,young adult,wavy,black,brown,scale 5,type iv
2070,376,young adult,wavy,black,brown,scale 5,type iv
2071,376,young adult,wavy,black,brown,scale 5,type iv
2072,377,adult,coily,black,black,scale 6,type v
2073,377,adult,coily,black,black,scale 6,type v
2074,377,adult,coily,black,black,scale 6,type v
2075,377,adult,coily,black,black,scale 6,type v
2076,377,adult,coily,black,black,scale 6,type v
2077,377,adult,coily,black,black,scale 6,type v
2078,378,adult,curly,brunette,brown,scale 3,type iii
2079,378,adult,curly,brunette,brown,scale 3,type iii
2080,378,adult,curly,brunette,brown,scale 3,type iii
2081,378,adult,curly,brunette,brown,scale 3,type iii
2082,378,adult,curly,brunette,brown,scale 3,type iii
2083,378,adult,curly,brunette,brown,scale 3,type iii
2084,379,young adult,straight,brunette,brown,scale 5,type iv
2085,379,young adult,straight,brunette,brown,scale 5,type iv
2086,379,young adult,straight,brunette,brown,scale 5,type iv
2087,379,young adult,straight,brunette,brown,scale 5,type iv
2088,379,young adult,straight,brunette,brown,scale 5,type iv
2089,380,young adult,curly,black,brown,scale 4,type iii
2090,380,young adult,curly,black,brown,scale 4,type iii
2091,380,young adult,curly,black,brown,scale 4,type iii
2092,380,young adult,curly,black,brown,scale 4,type iii
2093,380,young adult,curly,black,brown,scale 4,type iii
2094,380,young adult,curly,black,brown,scale 4,type iii
2095,381,adult,straight,black,brown,scale 4,type iii
2096,381,adult,straight,black,brown,scale 4,type iii
2097,381,adult,straight,black,brown,scale 4,type iii
2098,381,adult,straight,black,brown,scale 4,type iii
2099,381,adult,straight,black,brown,scale 4,type iii
2100,381,adult,straight,black,brown,scale 4,type iii
2101,382,young adult,curly,black,brown,scale 5,type v
2102,382,young adult,curly,black,brown,scale 5,type v
2103,382,young adult,curly,black,brown,scale 5,type v
2104,382,young adult,curly,black,brown,scale 5,type v
2105,382,young adult,curly,black,brown,scale 5,type v
2106,382,young adult,curly,black,brown,scale 5,type v
2107,383,young adult,wavy,brunette,brown,scale 3,type iii
2108,383,young adult,wavy,brunette,brown,scale 3,type iii
2109,383,young adult,wavy,brunette,brown,scale 3,type iii
2110,383,young adult,wavy,brunette,brown,scale 3,type iii
2111,383,young adult,wavy,brunette,brown,scale 3,type iii
2112,383,young adult,wavy,brunette,brown,scale 3,type iii
2113,384,adult,wavy,gray,brown,scale 3,type ii
2114,384,adult,wavy,gray,brown,scale 3,type ii
2115,384,adult,wavy,gray,brown,scale 3,type ii
2116,384,adult,wavy,gray,brown,scale 3,type ii
2117,384,adult,wavy,gray,brown,scale 3,type ii
2124,386,adult,straight,brunette,green,scale 2,type ii
2125,386,adult,straight,brunette,green,scale 2,type ii
2126,386,adult,straight,brunette,green,scale 2,type ii
2127,386,adult,straight,brunette,green,scale 2,type ii
2128,386,adult,straight,brunette,green,scale 2,type ii
2129,386,adult,straight,brunette,green,scale 2,type ii
2130,387,adult,straight,brunette,brown,scale 3,type ii
2131,387,adult,straight,brunette,brown,scale 3,type ii
2132,387,adult,straight,brunette,brown,scale 3,type ii
2133,387,adult,straight,brunette,brown,scale 3,type ii
2134,387,adult,straight,brunette,brown,scale 3,type ii
2135,387,adult,straight,brunette,brown,scale 3,type ii
2136,388,adult,wavy,brunette,brown,scale 4,type iv
2137,388,adult,wavy,brunette,brown,scale 4,type iv
2138,388,adult,wavy,brunette,brown,scale 4,type iv
2139,388,adult,wavy,brunette,brown,scale 4,type iv
2140,389,young adult,straight,blonde,green,scale 3,type ii
2141,389,young adult,straight,blonde,green,scale 3,type ii
2142,389,young adult,straight,blonde,green,scale 3,type ii
2143,389,young adult,straight,blonde,green,scale 3,type ii
2144,389,young adult,straight,blonde,green,scale 3,type ii
2145,390,young adult,coily,black,black,scale 7,type v
2146,390,young adult,coily,black,black,scale 7,type v
2147,390,young adult,coily,black,black,scale 7,type v
2148,390,young adult,coily,black,black,scale 7,type v
2149,391,adult,wavy,brunette,black,scale 4,type iv
2150,391,adult,wavy,brunette,black,scale 4,type iv
2151,391,adult,wavy,brunette,black,scale 4,type iv
2152,391,adult,wavy,brunette,black,scale 4,type iv
2153,391,adult,wavy,brunette,black,scale 4,type iv
2154,391,adult,wavy,brunette,black,scale 4,type iv
2155,392,young adult,straight,brunette,brown,scale 3,type ii
2156,392,young adult,straight,brunette,brown,scale 3,type ii
2157,392,young adult,straight,brunette,brown,scale 3,type ii
2158,392,young adult,straight,brunette,brown,scale 3,type ii
2159,392,young adult,straight,brunette,brown,scale 3,type ii
2160,392,young adult,straight,brunette,brown,scale 3,type ii
2161,393,adult,straight,blonde,hazel,scale 4,type iii
2162,393,adult,straight,blonde,hazel,scale 4,type iii
2163,393,adult,straight,blonde,hazel,scale 4,type iii
2164,393,adult,straight,blonde,hazel,scale 4,type iii
2165,393,adult,straight,blonde,hazel,scale 4,type iii
2166,393,adult,straight,blonde,hazel,scale 4,type iii
2167,394,young adult,wavy,black,brown,scale 5,type iv
2168,394,young adult,wavy,black,brown,scale 5,type iv
2169,394,young adult,wavy,black,brown,scale 5,type iv
2170,394,young adult,wavy,black,brown,scale 5,type iv
2171,394,young adult,wavy,black,brown,scale 5,type iv
2172,394,young adult,wavy,black,brown,scale 5,type iv
2173,395,young adult,wavy,brunette,brown,scale 5,type iv
2174,395,young adult,wavy,brunette,brown,scale 5,type iv
2175,395,young adult,wavy,brunette,brown,scale 5,type iv
2176,395,young adult,wavy,brunette,brown,scale 5,type iv
2177,395,young adult,wavy,brunette,brown,scale 5,type iv
2178,395,young adult,wavy,brunette,brown,scale 5,type iv
2179,396,young adult,curly,black,black,scale 6,type iv
2180,396,young adult,curly,black,black,scale 6,type iv
2181,396,young adult,curly,black,black,scale 6,type iv
2182,396,young adult,curly,black,black,scale 6,type iv
2183,396,young adult,curly,black,black,scale 6,type iv
2184,396,young adult,curly,black,black,scale 6,type iv
2185,397,adult,curly,gray,brown,scale 3,type iii
2186,397,adult,curly,gray,brown,scale 3,type iii
2187,397,adult,curly,gray,brown,scale 3,type iii
2188,397,adult,curly,gray,brown,scale 3,type iii
2189,397,adult,curly,gray,brown,scale 3,type iii
2190,397,adult,curly,gray,brown,scale 3,type iii
2191,398,adult,straight,brunette,green,scale 2,type ii
2192,398,adult,straight,brunette,green,scale 2,type ii
2193,398,adult,straight,brunette,green,scale 2,type ii
2194,398,adult,straight,brunette,green,scale 2,type ii
2195,398,adult,straight,brunette,green,scale 2,type ii
2196,398,adult,straight,brunette,green,scale 2,type ii
2197,399,young adult,curly,brunette,brown,scale 2,type ii
2198,399,young adult,curly,brunette,brown,scale 2,type ii
2199,399,young adult,curly,brunette,brown,scale 2,type ii
2200,399,young adult,curly,brunette,brown,scale 2,type ii
2201,399,young adult,curly,brunette,brown,scale 2,type ii
2202,399,young adult,curly,brunette,brown,scale 2,type ii
2203,400,adult,coily,black,brown,scale 3,type iii
2204,400,adult,coily,black,brown,scale 3,type iii
2205,400,adult,coily,black,brown,scale 3,type iii
2206,400,adult,coily,black,brown,scale 3,type iii
2207,400,adult,coily,black,brown,scale 3,type iii
2208,400,adult,coily,black,brown,scale 3,type iii
2209,401,young adult,straight,brunette,black,scale 4,type iv
2210,401,young adult,straight,brunette,black,scale 4,type iv
2211,401,young adult,straight,brunette,black,scale 4,type iv
2212,401,young adult,straight,brunette,black,scale 4,type iv
2213,402,young adult,curly,black,black,scale 5,type iv
2214,402,young adult,curly,black,black,scale 5,type iv
2215,402,young adult,curly,black,black,scale 5,type iv
2216,402,young adult,curly,black,black,scale 5,type iv
2217,402,young adult,curly,black,black,scale 5,type iv
2218,402,young adult,curly,black,black,scale 5,type iv
2219,403,young adult,wavy,black,brown,scale 5,type iv
2220,403,young adult,wavy,black,brown,scale 5,type iv
2221,403,young adult,wavy,black,brown,scale 5,type iv
2222,403,young adult,wavy,black,brown,scale 5,type iv
2223,404,adult,curly,brunette,hazel,scale 3,type ii
2224,404,adult,curly,brunette,hazel,scale 3,type ii
2225,404,adult,curly,brunette,hazel,scale 3,type ii
2226,405,adult,curly,brunette,brown,scale 4,type iii
2227,405,adult,curly,brunette,brown,scale 4,type iii
2228,405,adult,curly,brunette,brown,scale 4,type iii
2229,405,adult,curly,brunette,brown,scale 4,type iii
2230,405,adult,curly,brunette,brown,scale 4,type iii
2231,405,adult,curly,brunette,brown,scale 4,type iii
2232,406,adult,curly,brunette,brown,scale 5,type iv
2233,406,adult,curly,brunette,brown,scale 5,type iv
2234,406,adult,curly,brunette,brown,scale 5,type iv
2235,406,adult,curly,brunette,brown,scale 5,type iv
2236,406,adult,curly,brunette,brown,scale 5,type iv
2237,406,adult,curly,brunette,brown,scale 5,type iv
2238,407,adult,straight,black,brown,scale 3,type ii
2239,407,adult,straight,black,brown,scale 3,type ii
2240,407,adult,straight,black,brown,scale 3,type ii
2241,407,adult,straight,black,brown,scale 3,type ii
2242,407,adult,straight,black,brown,scale 3,type ii
2243,407,adult,straight,black,brown,scale 3,type ii
2244,408,young adult,straight,black,brown,scale 4,type iii
2245,408,young adult,straight,black,brown,scale 4,type iii
2246,408,young adult,straight,black,brown,scale 4,type iii
2247,408,young adult,straight,black,brown,scale 4,type iii
2248,408,young adult,straight,black,brown,scale 4,type iii
2249,408,young adult,straight,black,brown,scale 4,type iii
2250,409,young adult,curly,brunette,black,scale 7,type v
2251,409,young adult,curly,brunette,black,scale 7,type v
2252,409,young adult,curly,brunette,black,scale 7,type v
2253,409,young adult,curly,brunette,black,scale 7,type v
2254,409,young adult,curly,brunette,black,scale 7,type v
2255,409,young adult,curly,brunette,black,scale 7,type v
2262,411,adult,curly,black,black,scale 5,type iv
2263,411,adult,curly,black,black,scale 5,type iv
2264,411,adult,curly,black,black,scale 5,type iv
2265,411,adult,curly,black,black,scale 5,type iv
2266,411,adult,curly,black,black,scale 5,type iv
2267,411,adult,curly,black,black,scale 5,type iv
2268,412,young adult,straight,black,brown,scale 2,type ii
2269,412,young adult,straight,black,brown,scale 2,type ii
2270,412,young adult,straight,black,brown,scale 2,type ii
2271,412,young adult,straight,black,brown,scale 2,type ii
2272,412,young adult,straight,black,brown,scale 2,type ii
2273,412,young adult,straight,black,brown,scale 2,type ii
2274,413,young adult,straight,brunette,brown,scale 3,type ii
2275,413,young adult,straight,brunette,brown,scale 3,type ii
2276,413,young adult,straight,brunette,brown,scale 3,type ii
2277,413,young adult,straight,brunette,brown,scale 3,type ii
2278,413,young adult,straight,brunette,brown,scale 3,type ii
2279,413,young adult,straight,brunette,brown,scale 3,type ii
2280,414,adult,straight,red,brown,scale 5,type iii
2281,414,adult,straight,red,brown,scale 5,type iii
2282,414,adult,straight,red,brown,scale 5,type iii
2283,414,adult,straight,red,brown,scale 5,type iii
2284,415,young adult,curly,black,black,scale 7,type v
2285,415,young adult,curly,black,black,scale 7,type v
2286,415,young adult,curly,black,black,scale 7,type v
2287,415,young adult,curly,black,black,scale 7,type v
2288,415,young adult,curly,black,black,scale 7,type v
2289,415,young adult,curly,black,black,scale 7,type v
2290,416,young adult,coily,black,green,scale 8,type v
2291,416,young adult,coily,black,green,scale 8,type v
2292,416,young adult,coily,black,green,scale 8,type v
2293,416,young adult,coily,black,green,scale 8,type v
2294,416,young adult,coily,black,green,scale 8,type v
2295,416,young adult,coily,black,green,scale 8,type v
2296,417,adult,straight,brunette,brown,scale 6,type iv
2297,417,adult,straight,brunette,brown,scale 6,type iv
2298,417,adult,straight,brunette,brown,scale 6,type iv
2299,417,adult,straight,brunette,brown,scale 6,type iv
2300,417,adult,straight,brunette,brown,scale 6,type iv
2301,417,adult,straight,brunette,brown,scale 6,type iv
2302,418,young adult,coily,black,black,scale 9,type vi
2303,418,young adult,coily,black,black,scale 9,type vi
2304,418,young adult,coily,black,black,scale 9,type vi
2305,418,young adult,coily,black,black,scale 9,type vi
2306,418,young adult,coily,black,black,scale 9,type vi
2307,418,young adult,coily,black,black,scale 9,type vi
2308,419,adult,straight,brunette,brown,scale 6,type iv
2309,419,adult,straight,brunette,brown,scale 6,type iv
2310,419,adult,straight,brunette,brown,scale 6,type iv
2311,419,adult,straight,brunette,brown,scale 6,type iv
2312,419,adult,straight,brunette,brown,scale 6,type iv
2313,419,adult,straight,brunette,brown,scale 6,type iv
2314,420,adult,straight,brunette,black,scale 2,type ii
2315,420,adult,straight,brunette,black,scale 2,type ii
2316,420,adult,straight,brunette,black,scale 2,type ii
2317,420,adult,straight,brunette,black,scale 2,type ii
2318,420,adult,straight,brunette,black,scale 2,type ii
2319,420,adult,straight,brunette,black,scale 2,type ii
2320,421,adult,wavy,black,brown,scale 4,type iii
2321,421,adult,wavy,black,brown,scale 4,type iii
2322,421,adult,wavy,black,brown,scale 4,type iii
2323,421,adult,wavy,black,brown,scale 4,type iii
2324,421,adult,wavy,black,brown,scale 4,type iii
2325,421,adult,wavy,black,brown,scale 4,type iii
2326,422,adult,coily,brunette,black,scale 9,type vi
2327,422,adult,coily,brunette,black,scale 9,type vi
2328,422,adult,coily,brunette,black,scale 9,type vi
2329,422,adult,coily,brunette,black,scale 9,type vi
2330,422,adult,coily,brunette,black,scale 9,type vi
2331,422,adult,coily,brunette,black,scale 9,type vi
2332,423,adult,curly,black,black,scale 5,type iv
2333,423,adult,curly,black,black,scale 5,type iv
2334,423,adult,curly,black,black,scale 5,type iv
2335,423,adult,curly,black,black,scale 5,type iv
2336,423,adult,curly,black,black,scale 5,type iv
2337,423,adult,curly,black,black,scale 5,type iv
2338,424,adult,wavy,brunette,brown,scale 5,type iv
2339,424,adult,wavy,brunette,brown,scale 5,type iv
2340,424,adult,wavy,brunette,brown,scale 5,type iv
2341,424,adult,wavy,brunette,brown,scale 5,type iv
2342,425,young adult,wavy,black,brown,scale 4,type iii
2343,425,young adult,wavy,black,brown,scale 4,type iii
2344,425,young adult,wavy,black,brown,scale 4,type iii
2345,425,young adult,wavy,black,brown,scale 4,type iii
2346,425,young adult,wavy,black,brown,scale 4,type iii
2347,425,young adult,wavy,black,brown,scale 4,type iii
2348,426,adult,curly,black,brown,scale 4,type iii
2349,426,adult,curly,black,brown,scale 4,type iii
2350,426,adult,curly,black,brown,scale 4,type iii
2351,426,adult,curly,black,brown,scale 4,type iii
2352,426,adult,curly,black,brown,scale 4,type iii
2353,426,adult,curly,black,brown,scale 4,type iii
2354,427,young adult,wavy,brunette,brown,scale 4,type iii
2355,427,young adult,wavy,brunette,brown,scale 4,type iii
2356,427,young adult,wavy,brunette,brown,scale 4,type iii
2357,427,young adult,wavy,brunette,brown,scale 4,type iii
2358,427,young adult,wavy,brunette,brown,scale 4,type iii
2359,427,young adult,wavy,brunette,brown,scale 4,type iii
2360,428,adult,wavy,brunette,brown,scale 6,type iv
2361,428,adult,wavy,brunette,brown,scale 6,type iv
2362,428,adult,wavy,brunette,brown,scale 6,type iv
2363,428,adult,wavy,brunette,brown,scale 6,type iv
2364,428,adult,wavy,brunette,brown,scale 6,type iv
2365,429,young adult,straight,brunette,brown,scale 3,type iii
2366,429,young adult,straight,brunette,brown,scale 3,type iii
2367,429,young adult,straight,brunette,brown,scale 3,type iii
2368,429,young adult,straight,brunette,brown,scale 3,type iii
2369,429,young adult,straight,brunette,brown,scale 3,type iii
2370,429,young adult,straight,brunette,brown,scale 3,type iii
2371,430,young adult,curly,black,brown,scale 4,type iv
2372,430,young adult,curly,black,brown,scale 4,type iv
2373,430,young adult,curly,black,brown,scale 4,type iv
2374,430,young adult,curly,black,brown,scale 4,type iv
2375,430,young adult,curly,black,brown,scale 4,type iv
2376,430,young adult,curly,black,brown,scale 4,type iv
2377,431,young adult,curly,black,brown,scale 4,type iii
2378,431,young adult,curly,black,brown,scale 4,type iii
2379,431,young adult,curly,black,brown,scale 4,type iii
2380,431,young adult,curly,black,brown,scale 4,type iii
2381,431,young adult,curly,black,brown,scale 4,type iii
2382,431,young adult,curly,black,brown,scale 4,type iii
2383,432,adult,straight,brunette,brown,scale 3,type ii
2384,432,adult,straight,brunette,brown,scale 3,type ii
2385,432,adult,straight,brunette,brown,scale 3,type ii
2386,432,adult,straight,brunette,brown,scale 3,type ii
2387,432,adult,straight,brunette,brown,scale 3,type ii
2388,432,adult,straight,brunette,brown,scale 3,type ii
2389,433,adult,straight,gray,brown,scale 5,type iii
2390,433,adult,straight,gray,brown,scale 5,type iii
2391,434,adult,straight,brunette,brown,scale 3,type iii
2392,434,adult,straight,brunette,brown,scale 3,type iii
2393,434,adult,straight,brunette,brown,scale 3,type iii
2394,434,adult,straight,brunette,brown,scale 3,type iii
2395,434,adult,straight,brunette,brown,scale 3,type iii
2396,434,adult,straight,brunette,brown,scale 3,type iii
2397,435,adult,coily,brunette,brown,scale 3,type iii
2398,435,adult,coily,brunette,brown,scale 3,type iii
2399,435,adult,coily,brunette,brown,scale 3,type iii
2400,435,adult,coily,brunette,brown,scale 3,type iii
2401,435,adult,coily,brunette,brown,scale 3,type iii
2402,435,adult,coily,brunette,brown,scale 3,type iii
2403,436,adult,wavy,brunette,brown,scale 4,type iii
2404,436,adult,wavy,brunette,brown,scale 4,type iii
2405,436,adult,wavy,brunette,brown,scale 4,type iii
2406,436,adult,wavy,brunette,brown,scale 4,type iii
2407,436,adult,wavy,brunette,brown,scale 4,type iii
2408,436,adult,wavy,brunette,brown,scale 4,type iii
2409,437,young adult,straight,black,black,scale 3,type iii
2410,437,young adult,straight,black,black,scale 3,type iii
2411,437,young adult,straight,black,black,scale 3,type iii
2412,437,young adult,straight,black,black,scale 3,type iii
2413,437,young adult,straight,black,black,scale 3,type iii
2414,437,young adult,straight,black,black,scale 3,type iii
2415,438,adult,coily,brunette,black,scale 3,type ii
2416,438,adult,coily,brunette,black,scale 3,type ii
2417,438,adult,coily,brunette,black,scale 3,type ii
2418,438,adult,coily,brunette,black,scale 3,type ii
2419,438,adult,coily,brunette,black,scale 3,type ii
2420,438,adult,coily,brunette,black,scale 3,type ii
2421,439,adult,curly,brunette,brown,scale 4,type iii
2422,439,adult,curly,brunette,brown,scale 4,type iii
2423,439,adult,curly,brunette,brown,scale 4,type iii
2424,439,adult,curly,brunette,brown,scale 4,type iii
2425,439,adult,curly,brunette,brown,scale 4,type iii
2426,439,adult,curly,brunette,brown,scale 4,type iii
2427,440,adult,curly,brunette,brown,scale 4,type iii
2428,440,adult,curly,brunette,brown,scale 4,type iii
2429,440,adult,curly,brunette,brown,scale 4,type iii
2430,440,adult,curly,brunette,brown,scale 4,type iii
2431,440,adult,curly,brunette,brown,scale 4,type iii
2432,440,adult,curly,brunette,brown,scale 4,type iii
2433,441,adult,wavy,brunette,brown,scale 4,type iii
2434,441,adult,wavy,brunette,brown,scale 4,type iii
2435,441,adult,wavy,brunette,brown,scale 4,type iii
2436,441,adult,wavy,brunette,brown,scale 4,type iii
2437,441,adult,wavy,brunette,brown,scale 4,type iii
2438,441,adult,wavy,brunette,brown,scale 4,type iii
2439,442,young adult,straight,brunette,brown,scale 4,type iv
2440,442,young adult,straight,brunette,brown,scale 4,type iv
2441,442,young adult,straight,brunette,brown,scale 4,type iv
2442,442,young adult,straight,brunette,brown,scale 4,type iv
2443,442,young adult,straight,brunette,brown,scale 4,type iv
2444,442,young adult,straight,brunette,brown,scale 4,type iv
2445,443,adult,wavy,black,brown,scale 3,type ii
2446,443,adult,wavy,black,brown,scale 3,type ii
2447,443,adult,wavy,black,brown,scale 3,type ii
2448,443,adult,wavy,black,brown,scale 3,type ii
2449,443,adult,wavy,black,brown,scale 3,type ii
2450,443,adult,wavy,black,brown,scale 3,type ii
2451,444,young adult,wavy,brunette,brown,scale 5,type iii
2452,444,young adult,wavy,brunette,brown,scale 5,type iii
2453,444,young adult,wavy,brunette,brown,scale 5,type iii
2454,444,young adult,wavy,brunette,brown,scale 5,type iii
2455,444,young adult,wavy,brunette,brown,scale 5,type iii
